"values","lat","long","date"
2.1,47.583939,-122.382968,2018-05-31
0.57,47.583939,-122.382968,2018-06-30
0.3,47.583939,-122.382968,2018-07-31
2.89,47.583939,-122.382968,2018-08-31
2.24,47.583939,-122.382968,2018-09-30
1.44,47.583939,-122.382968,2018-10-31
2.04,47.583939,-122.382968,2018-11-30
4.2,47.583939,-122.382968,2018-12-31
3.46,47.583939,-122.382968,2018-01-31
0.51,47.583939,-122.382968,2018-02-28
3.36,47.583939,-122.382968,2018-03-31
0.21,47.583939,-122.382968,2018-04-30
3.36,47.583939,-122.382968,2018-05-31
1.4,47.583939,-122.382968,2018-06-30
0.42,47.583939,-122.382968,2018-07-31
0.07,47.583939,-122.382968,2018-08-31
0.71,47.583939,-122.382968,2018-09-30
1.39,47.583939,-122.382968,2018-10-31
3.18,47.583939,-122.382968,2018-11-30
6.36,47.583939,-122.382968,2018-12-31
4.65,47.583939,-122.382968,2018-01-31
2.18,47.583939,-122.382968,2018-02-28
0.91,47.583939,-122.382968,2018-03-31
1.8,47.583939,-122.382968,2018-04-30
0.84,47.583939,-122.382968,2018-05-31
1.46,47.583939,-122.382968,2018-06-30
0.05,47.583939,-122.382968,2018-07-31
0.03,47.583939,-122.382968,2018-08-31
0.88,47.583939,-122.382968,2018-09-30
0.52,47.583939,-122.382968,2018-10-31
9.4,47.583939,-122.382968,2018-11-30
6.73,47.583939,-122.382968,2018-12-31
2.81,47.583939,-122.382968,2018-01-31
1.54,47.583939,-122.382968,2018-02-28
2.34,47.583939,-122.382968,2018-03-31
0.79,47.583939,-122.382968,2018-04-30
0.07,47.583939,-122.382968,2018-05-31
0.46,47.583939,-122.382968,2018-06-30
1.28,47.583939,-122.382968,2018-07-31
0.97,47.583939,-122.382968,2018-08-31
2.17,47.583939,-122.382968,2018-09-30
2.71,47.583939,-122.382968,2018-10-31
3.45,47.583939,-122.382968,2018-11-30
10.91,47.583939,-122.382968,2018-12-31
3.82,47.583939,-122.382968,2018-01-31
3.66,47.583939,-122.382968,2018-03-31
1.82,47.583939,-122.382968,2018-04-30
0.7,47.583939,-122.382968,2018-05-31
1.43,47.583939,-122.382968,2018-06-30
0.32,47.583939,-122.382968,2018-07-31
2.97,47.583939,-122.382968,2018-08-31
0.5,47.583939,-122.382968,2018-09-30
2.27,47.583939,-122.382968,2018-10-31
5.45,47.583939,-122.382968,2018-11-30
3.46,47.583939,-122.382968,2018-12-31
4.37,47.583939,-122.382968,2018-01-31
1.59,47.583939,-122.382968,2018-02-28
3.32,47.583939,-122.382968,2018-03-31
2.97,47.583939,-122.382968,2018-04-30
4.41,47.583939,-122.382968,2018-05-31
0.16,47.583939,-122.382968,2018-06-30
0.08,47.583939,-122.382968,2018-07-31
1.09,47.583939,-122.382968,2018-08-31
2.12,47.583939,-122.382968,2018-09-30
4.99,47.583939,-122.382968,2018-10-31
9.86,47.583939,-122.382968,2018-11-30
2.77,47.583939,-122.382968,2018-12-31
8.13,47.583939,-122.382968,2018-01-31
4.36,47.583939,-122.382968,2018-02-28
3.25,47.583939,-122.382968,2018-03-31
3.39,47.583939,-122.382968,2018-04-30
4.24,47.583939,-122.382968,2018-05-31
1.88,47.583939,-122.382968,2018-06-30
0.43,47.583939,-122.382968,2018-07-31
0.59,47.583939,-122.382968,2018-08-31
4.39,47.583939,-122.382968,2018-09-30
4.72,47.583939,-122.382968,2018-10-31
5.15,47.583939,-122.382968,2018-11-30
9.71,47.583939,-122.382968,2018-12-31
5.38,47.583939,-122.382968,2018-01-31
3.41,47.583939,-122.382968,2018-02-28
6.9,47.583939,-122.382968,2018-03-31
3.95,47.583939,-122.382968,2018-04-30
3.35,47.583939,-122.382968,2018-05-31
1.63,47.583939,-122.382968,2018-06-30
0.8,47.583939,-122.382968,2018-07-31
0.03,47.583939,-122.382968,2018-08-31
1.3,47.583939,-122.382968,2018-09-30
2.66,47.583939,-122.382968,2018-10-31
6.18,47.583939,-122.382968,2018-11-30
2.05,47.583939,-122.382968,2018-12-31
5.79,47.583939,-122.382968,2018-01-31
6.75,47.583939,-122.382968,2018-03-31
2.37,47.583939,-122.382968,2018-04-30
2.86,47.583939,-122.382968,2018-05-31
2.85,47.583939,-122.382968,2018-06-30
1.1,47.583939,-122.382968,2018-07-31
0,47.583939,-122.382968,2018-08-31
0.07,47.583939,-122.382968,2018-09-30
6.37,47.583939,-122.382968,2018-10-31
8.88,47.583939,-122.382968,2018-11-30
9.22,47.583939,-122.382968,2018-12-31
4.03,47.583939,-122.382968,2018-01-31
1.68,47.583939,-122.382968,2018-02-28
3,47.583939,-122.382968,2018-03-31
4.2,47.583939,-122.382968,2018-04-30
1.84,47.583939,-122.382968,2018-05-31
1.67,47.583939,-122.382968,2018-06-30
0,47.583939,-122.382968,2018-07-31
0.82,47.583939,-122.382968,2018-08-31
5.37,47.583939,-122.382968,2018-09-30
1.52,47.583939,-122.382968,2018-10-31
2.85,47.583939,-122.382968,2018-11-30
1.35,47.583939,-122.382968,2018-12-31
4.5,47.583939,-122.382968,2018-01-31
6.03,47.583939,-122.382968,2018-02-28
8.81,47.583939,-122.382968,2018-03-31
2.84,47.583939,-122.382968,2018-04-30
2.76,47.583939,-122.382968,2018-05-31
0.56,47.583939,-122.382968,2018-06-30
0.69,47.583939,-122.382968,2018-07-31
1.15,47.583939,-122.382968,2018-08-31
2.83,47.583939,-122.382968,2018-09-30
6.87,47.583939,-122.382968,2018-10-31
5.25,47.583939,-122.382968,2018-11-30
5.86,47.583939,-122.382968,2018-12-31
3.04,47.583939,-122.382968,2018-01-31
4.61,47.583939,-122.382968,2018-02-28
4.83,47.583939,-122.382968,2018-03-31
1.62,47.583939,-122.382968,2018-04-30
0.48,47.583939,-122.382968,2018-05-31
0.14,47.583939,-122.382968,2018-06-30
0.19,47.583939,-122.382968,2018-07-31
3.03,47.583939,-122.382968,2018-08-31
1.63,47.583939,-122.382968,2018-09-30
3.76,47.583939,-122.382968,2018-10-31
7.35,47.583939,-122.382968,2018-11-30
11.83,47.583939,-122.382968,2018-12-31
7.91,47.583939,-122.382968,2018-01-31
6.1,47.583939,-122.382968,2018-03-31
1.69,47.583939,-122.382968,2018-04-30
0.75,47.583939,-122.382968,2018-05-31
1.22,47.583939,-122.382968,2018-06-30
0.64,47.583939,-122.382968,2018-07-31
0.06,47.583939,-122.382968,2018-08-31
0.97,47.583939,-122.382968,2018-09-30
11.03,47.583939,-122.382968,2018-10-31
8.06,47.583939,-122.382968,2018-11-30
3.89,47.583939,-122.382968,2018-12-31
4.28,47.583939,-122.382968,2018-01-31
9.1,47.583939,-122.382968,2018-02-28
7.02,47.583939,-122.382968,2018-03-31
3.92,47.583939,-122.382968,2018-04-30
0.02,47.583939,-122.382968,2018-05-31
3.06,47.565439,-122.339688,2018-11-30
5.77,47.565439,-122.339688,2018-12-31
7.47,47.565439,-122.339688,2018-01-31
1.19,47.565439,-122.339688,2018-02-28
5.5,47.565439,-122.339688,2018-03-31
2.47,47.565439,-122.339688,2018-04-30
0.23,47.565439,-122.339688,2018-05-31
0.27,47.565439,-122.339688,2018-06-30
0.14,47.565439,-122.339688,2018-07-31
0.18,47.565439,-122.339688,2018-08-31
0.35,47.565439,-122.339688,2018-09-30
3.66,47.565439,-122.339688,2018-10-31
3.43,47.565439,-122.339688,2018-11-30
3.31,47.565439,-122.339688,2018-12-31
4.96,47.565439,-122.339688,2018-01-31
1.97,47.565439,-122.339688,2018-03-31
0.38,47.565439,-122.339688,2018-04-30
2.58,47.565439,-122.339688,2018-05-31
0.54,47.565439,-122.339688,2018-06-30
0.3,47.565439,-122.339688,2018-07-31
2.75,47.565439,-122.339688,2018-08-31
2.24,47.565439,-122.339688,2018-09-30
1.77,47.565439,-122.339688,2018-10-31
2.48,47.565439,-122.339688,2018-11-30
4.79,47.565439,-122.339688,2018-12-31
3.46,47.565439,-122.339688,2018-01-31
0.51,47.565439,-122.339688,2018-02-28
3.36,47.565439,-122.339688,2018-03-31
0.21,47.565439,-122.339688,2018-04-30
3.36,47.565439,-122.339688,2018-05-31
1.4,47.565439,-122.339688,2018-06-30
0.42,47.565439,-122.339688,2018-07-31
0.07,47.565439,-122.339688,2018-08-31
0.71,47.565439,-122.339688,2018-09-30
1.39,47.565439,-122.339688,2018-10-31
3.18,47.565439,-122.339688,2018-11-30
6.36,47.565439,-122.339688,2018-12-31
4.65,47.565439,-122.339688,2018-01-31
2.18,47.565439,-122.339688,2018-02-28
0.91,47.565439,-122.339688,2018-03-31
1.8,47.565439,-122.339688,2018-04-30
0.84,47.565439,-122.339688,2018-05-31
1.46,47.565439,-122.339688,2018-06-30
0.05,47.565439,-122.339688,2018-07-31
0.03,47.565439,-122.339688,2018-08-31
0.88,47.565439,-122.339688,2018-09-30
0.52,47.565439,-122.339688,2018-10-31
9.4,47.565439,-122.339688,2018-11-30
6.73,47.565439,-122.339688,2018-12-31
2.8,47.565439,-122.339688,2018-01-31
1.54,47.565439,-122.339688,2018-02-28
2.09,47.565439,-122.339688,2018-03-31
0.05,47.565439,-122.339688,2018-04-30
0,47.565439,-122.339688,2018-05-31
0.53,47.565439,-122.339688,2018-06-30
1.34,47.565439,-122.339688,2018-07-31
0.94,47.565439,-122.339688,2018-08-31
2.27,47.565439,-122.339688,2018-09-30
2.6,47.565439,-122.339688,2018-10-31
2.95,47.565439,-122.339688,2018-11-30
9.32,47.565439,-122.339688,2018-12-31
3.09,47.565439,-122.339688,2018-01-31
3.67,47.565439,-122.339688,2018-03-31
1.74,47.565439,-122.339688,2018-04-30
0.78,47.565439,-122.339688,2018-05-31
1.29,47.565439,-122.339688,2018-06-30
0.19,47.565439,-122.339688,2018-07-31
2.74,47.565439,-122.339688,2018-08-31
0.5,47.565439,-122.339688,2018-09-30
2.01,47.565439,-122.339688,2018-10-31
4.98,47.565439,-122.339688,2018-11-30
3.04,47.565439,-122.339688,2018-12-31
3.24,47.565439,-122.339688,2018-01-31
1.42,47.565439,-122.339688,2018-02-28
2.7,47.565439,-122.339688,2018-03-31
2.41,47.565439,-122.339688,2018-04-30
3.86,47.565439,-122.339688,2018-05-31
0.21,47.565439,-122.339688,2018-06-30
0.1,47.565439,-122.339688,2018-07-31
0.88,47.565439,-122.339688,2018-08-31
2.05,47.565439,-122.339688,2018-09-30
5.13,47.565439,-122.339688,2018-10-31
9.34,47.565439,-122.339688,2018-11-30
2.34,47.565439,-122.339688,2018-12-31
6.7,47.565439,-122.339688,2018-01-31
3.62,47.565439,-122.339688,2018-02-28
3.02,47.565439,-122.339688,2018-03-31
3.31,47.565439,-122.339688,2018-04-30
2.74,47.565439,-122.339688,2018-05-31
1.9,47.565439,-122.339688,2018-06-30
0.25,47.565439,-122.339688,2018-07-31
0.55,47.565439,-122.339688,2018-08-31
3.78,47.565439,-122.339688,2018-09-30
4.74,47.565439,-122.339688,2018-10-31
4.55,47.565439,-122.339688,2018-11-30
8.89,47.565439,-122.339688,2018-12-31
4.73,47.565439,-122.339688,2018-01-31
2.94,47.565439,-122.339688,2018-02-28
5.84,47.565439,-122.339688,2018-03-31
3.79,47.565439,-122.339688,2018-04-30
3.23,47.565439,-122.339688,2018-05-31
1.28,47.565439,-122.339688,2018-06-30
0.72,47.565439,-122.339688,2018-07-31
0.04,47.565439,-122.339688,2018-08-31
1.2,47.565439,-122.339688,2018-09-30
2.23,47.565439,-122.339688,2018-10-31
5.33,47.565439,-122.339688,2018-11-30
1.72,47.565439,-122.339688,2018-12-31
4.9,47.565439,-122.339688,2018-01-31
6.37,47.565439,-122.339688,2018-03-31
2.35,47.565439,-122.339688,2018-04-30
2.34,47.565439,-122.339688,2018-05-31
2.83,47.565439,-122.339688,2018-06-30
1.04,47.565439,-122.339688,2018-07-31
0,47.565439,-122.339688,2018-08-31
0.05,47.565439,-122.339688,2018-09-30
5.94,47.565439,-122.339688,2018-10-31
7.74,47.565439,-122.339688,2018-11-30
8.35,47.565439,-122.339688,2018-12-31
3.32,47.565439,-122.339688,2018-01-31
1.6,47.565439,-122.339688,2018-02-28
2.79,47.565439,-122.339688,2018-03-31
3.96,47.565439,-122.339688,2018-04-30
1.5,47.565439,-122.339688,2018-05-31
1.45,47.565439,-122.339688,2018-06-30
0,47.565439,-122.339688,2018-07-31
0.98,47.565439,-122.339688,2018-08-31
5.67,47.565439,-122.339688,2018-09-30
1.1,47.565439,-122.339688,2018-10-31
2.85,47.565439,-122.339688,2018-11-30
1.11,47.565439,-122.339688,2018-12-31
3.4,47.565439,-122.339688,2018-01-31
5.55,47.565439,-122.339688,2018-02-28
7.93,47.565439,-122.339688,2018-03-31
2.84,47.565439,-122.339688,2018-04-30
2.76,47.565439,-122.339688,2018-05-31
0.56,47.565439,-122.339688,2018-06-30
0.69,47.565439,-122.339688,2018-07-31
1.15,47.565439,-122.339688,2018-08-31
2.83,47.565439,-122.339688,2018-09-30
6.58,47.565439,-122.339688,2018-10-31
4.41,47.565439,-122.339688,2018-11-30
5.43,47.565439,-122.339688,2018-12-31
2.35,47.565439,-122.339688,2018-01-31
4.5,47.565439,-122.339688,2018-02-28
4.57,47.565439,-122.339688,2018-03-31
1.84,47.565439,-122.339688,2018-04-30
0.49,47.565439,-122.339688,2018-05-31
0.09,47.565439,-122.339688,2018-06-30
0.18,47.565439,-122.339688,2018-07-31
2.67,47.565439,-122.339688,2018-08-31
1.67,47.565439,-122.339688,2018-09-30
3.29,47.565439,-122.339688,2018-10-31
6.63,47.565439,-122.339688,2018-11-30
10.09,47.565439,-122.339688,2018-12-31
7.24,47.565439,-122.339688,2018-01-31
5.32,47.565439,-122.339688,2018-03-31
1.46,47.565439,-122.339688,2018-04-30
0.88,47.565439,-122.339688,2018-05-31
1.41,47.565439,-122.339688,2018-06-30
0.54,47.565439,-122.339688,2018-07-31
0.01,47.565439,-122.339688,2018-08-31
0.95,47.565439,-122.339688,2018-09-30
10.34,47.565439,-122.339688,2018-10-31
7.49,47.565439,-122.339688,2018-11-30
3.7,47.565439,-122.339688,2018-12-31
4.06,47.565439,-122.339688,2018-01-31
8.71,47.565439,-122.339688,2018-02-28
6.64,47.565439,-122.339688,2018-03-31
3.52,47.565439,-122.339688,2018-04-30
0.03,47.565439,-122.339688,2018-05-31
2.69,47.527203,-122.304678,2018-11-30
3.28,47.527203,-122.304678,2018-12-31
8.32,47.527203,-122.304678,2018-01-31
1.21,47.527203,-122.304678,2018-02-28
5.61,47.527203,-122.304678,2018-03-31
1.33,47.527203,-122.304678,2018-04-30
0.58,47.527203,-122.304678,2018-05-31
0.52,47.527203,-122.304678,2018-06-30
0.21,47.527203,-122.304678,2018-07-31
0.3,47.527203,-122.304678,2018-08-31
1.3,47.527203,-122.304678,2018-09-30
7.47,47.527203,-122.304678,2018-10-31
6.08,47.527203,-122.304678,2018-11-30
4.98,47.527203,-122.304678,2018-12-31
4.96,47.527203,-122.304678,2018-01-31
1.97,47.527203,-122.304678,2018-03-31
0.38,47.527203,-122.304678,2018-04-30
1.87,47.527203,-122.304678,2018-05-31
0.57,47.527203,-122.304678,2018-06-30
0.3,47.527203,-122.304678,2018-07-31
2.93,47.527203,-122.304678,2018-08-31
2.24,47.527203,-122.304678,2018-09-30
2.12,47.527203,-122.304678,2018-10-31
2.58,47.527203,-122.304678,2018-11-30
4.75,47.527203,-122.304678,2018-12-31
3.66,47.527203,-122.304678,2018-01-31
1.12,47.527203,-122.304678,2018-02-28
3,47.527203,-122.304678,2018-03-31
3.72,47.527203,-122.304678,2018-04-30
2.47,47.527203,-122.304678,2018-05-31
2.53,47.527203,-122.304678,2018-06-30
0.81,47.527203,-122.304678,2018-07-31
0.39,47.527203,-122.304678,2018-08-31
0.85,47.527203,-122.304678,2018-09-30
0.66,47.527203,-122.304678,2018-10-31
3.9,47.527203,-122.304678,2018-11-30
6.51,47.527203,-122.304678,2018-12-31
10.48,47.527203,-122.304678,2018-01-31
3.09,47.527203,-122.304678,2018-02-28
1.47,47.527203,-122.304678,2018-03-31
2.23,47.527203,-122.304678,2018-04-30
1.33,47.527203,-122.304678,2018-05-31
2.05,47.527203,-122.304678,2018-06-30
0.03,47.527203,-122.304678,2018-07-31
0.03,47.527203,-122.304678,2018-08-31
1.54,47.527203,-122.304678,2018-09-30
1.18,47.527203,-122.304678,2018-10-31
12.98,47.527203,-122.304678,2018-11-30
7.3,47.527203,-122.304678,2018-12-31
4.01,47.527203,-122.304678,2018-01-31
2.22,47.527203,-122.304678,2018-02-28
3.48,47.527203,-122.304678,2018-03-31
0,47.527203,-122.304678,2018-04-30
0.01,47.527203,-122.304678,2018-05-31
0.63,47.527203,-122.304678,2018-06-30
1.42,47.527203,-122.304678,2018-07-31
1.16,47.527203,-122.304678,2018-08-31
2.48,47.527203,-122.304678,2018-09-30
2.7,47.527203,-122.304678,2018-10-31
3.54,47.527203,-122.304678,2018-11-30
10.68,47.527203,-122.304678,2018-12-31
3.09,47.527203,-122.304678,2018-01-31
4.27,47.527203,-122.304678,2018-03-31
1.59,47.527203,-122.304678,2018-04-30
1.13,47.527203,-122.304678,2018-05-31
1.87,47.527203,-122.304678,2018-06-30
0.32,47.527203,-122.304678,2018-07-31
3.01,47.527203,-122.304678,2018-08-31
0.6,47.527203,-122.304678,2018-09-30
1.98,47.527203,-122.304678,2018-10-31
5.94,47.527203,-122.304678,2018-11-30
4.06,47.527203,-122.304678,2018-12-31
4.27,47.527203,-122.304678,2018-01-31
1.88,47.527203,-122.304678,2018-02-28
3.83,47.527203,-122.304678,2018-03-31
2.86,47.527203,-122.304678,2018-04-30
4.36,47.527203,-122.304678,2018-05-31
0.22,47.527203,-122.304678,2018-06-30
0.05,47.527203,-122.304678,2018-07-31
0.99,47.527203,-122.304678,2018-08-31
2.29,47.527203,-122.304678,2018-09-30
5.88,47.527203,-122.304678,2018-10-31
10.1,47.527203,-122.304678,2018-11-30
2.83,47.527203,-122.304678,2018-12-31
6.82,47.527203,-122.304678,2018-01-31
3.66,47.527203,-122.304678,2018-02-28
3.57,47.527203,-122.304678,2018-03-31
3.78,47.527203,-122.304678,2018-04-30
3.1,47.527203,-122.304678,2018-05-31
2.18,47.527203,-122.304678,2018-06-30
0.21,47.527203,-122.304678,2018-07-31
0.6,47.527203,-122.304678,2018-08-31
4.1,47.527203,-122.304678,2018-09-30
4.94,47.527203,-122.304678,2018-10-31
5.21,47.527203,-122.304678,2018-11-30
10.25,47.527203,-122.304678,2018-12-31
5.38,47.527203,-122.304678,2018-01-31
3.45,47.527203,-122.304678,2018-02-28
6.78,47.527203,-122.304678,2018-03-31
4.27,47.527203,-122.304678,2018-04-30
3.1,47.527203,-122.304678,2018-05-31
1.32,47.527203,-122.304678,2018-06-30
0.86,47.527203,-122.304678,2018-07-31
0.07,47.527203,-122.304678,2018-08-31
1.17,47.527203,-122.304678,2018-09-30
2.49,47.527203,-122.304678,2018-10-31
5.86,47.527203,-122.304678,2018-11-30
1.92,47.527203,-122.304678,2018-12-31
5.89,47.527203,-122.304678,2018-01-31
7.75,47.527203,-122.304678,2018-03-31
2.32,47.527203,-122.304678,2018-04-30
2.56,47.527203,-122.304678,2018-05-31
2.82,47.527203,-122.304678,2018-06-30
1.05,47.527203,-122.304678,2018-07-31
0,47.527203,-122.304678,2018-08-31
0.03,47.527203,-122.304678,2018-09-30
6.34,47.527203,-122.304678,2018-10-31
7.98,47.527203,-122.304678,2018-11-30
9.48,47.527203,-122.304678,2018-12-31
3.6,47.527203,-122.304678,2018-01-31
1.73,47.527203,-122.304678,2018-02-28
2.96,47.527203,-122.304678,2018-03-31
4.33,47.527203,-122.304678,2018-04-30
1.57,47.527203,-122.304678,2018-05-31
1.2,47.527203,-122.304678,2018-06-30
0.02,47.527203,-122.304678,2018-07-31
1.05,47.527203,-122.304678,2018-08-31
5.25,47.527203,-122.304678,2018-09-30
1.44,47.527203,-122.304678,2018-10-31
2.99,47.527203,-122.304678,2018-11-30
1.21,47.527203,-122.304678,2018-12-31
3.68,47.527203,-122.304678,2018-01-31
6.28,47.527203,-122.304678,2018-02-28
8.17,47.527203,-122.304678,2018-03-31
3.43,47.527203,-122.304678,2018-04-30
2.88,47.527203,-122.304678,2018-05-31
0.56,47.527203,-122.304678,2018-06-30
0.72,47.527203,-122.304678,2018-07-31
1.17,47.527203,-122.304678,2018-08-31
2.27,47.527203,-122.304678,2018-09-30
5.83,47.527203,-122.304678,2018-10-31
3.72,47.527203,-122.304678,2018-11-30
4.6,47.527203,-122.304678,2018-12-31
2.36,47.527203,-122.304678,2018-01-31
4.68,47.527203,-122.304678,2018-02-28
4.38,47.527203,-122.304678,2018-03-31
1.91,47.527203,-122.304678,2018-04-30
0.31,47.527203,-122.304678,2018-05-31
0.12,47.527203,-122.304678,2018-06-30
0.16,47.527203,-122.304678,2018-07-31
2.67,47.527203,-122.304678,2018-08-31
1.01,47.527203,-122.304678,2018-09-30
3.7,47.527203,-122.304678,2018-10-31
7.74,47.527203,-122.304678,2018-11-30
10.88,47.527203,-122.304678,2018-12-31
7.07,47.527203,-122.304678,2018-01-31
5.85,47.527203,-122.304678,2018-03-31
1.38,47.527203,-122.304678,2018-04-30
0.88,47.527203,-122.304678,2018-05-31
1.73,47.527203,-122.304678,2018-06-30
0.19,47.527203,-122.304678,2018-07-31
0,47.527203,-122.304678,2018-08-31
0,47.527203,-122.304678,2018-09-30
10.36,47.527203,-122.304678,2018-10-31
7.49,47.527203,-122.304678,2018-11-30
3.74,47.527203,-122.304678,2018-12-31
3.95,47.527203,-122.304678,2018-01-31
8.84,47.527203,-122.304678,2018-02-28
6.92,47.527203,-122.304678,2018-03-31
3.94,47.527203,-122.304678,2018-04-30
0.02,47.527203,-122.304678,2018-05-31
3.59,47.51631,-122.318071,2018-11-30
5.77,47.51631,-122.318071,2018-12-31
9.69,47.51631,-122.318071,2018-01-31
1.52,47.51631,-122.318071,2018-02-28
5.62,47.51631,-122.318071,2018-03-31
3.31,47.51631,-122.318071,2018-04-30
0.77,47.51631,-122.318071,2018-05-31
0.66,47.51631,-122.318071,2018-06-30
0.17,47.51631,-122.318071,2018-07-31
0.49,47.51631,-122.318071,2018-08-31
1.14,47.51631,-122.318071,2018-09-30
8.41,47.51631,-122.318071,2018-10-31
7.45,47.51631,-122.318071,2018-11-30
4.47,47.51631,-122.318071,2018-12-31
5.86,47.51631,-122.318071,2018-01-31
2.1,47.51631,-122.318071,2018-03-31
0.38,47.51631,-122.318071,2018-04-30
1.74,47.51631,-122.318071,2018-05-31
0.57,47.51631,-122.318071,2018-06-30
0.3,47.51631,-122.318071,2018-07-31
2.93,47.51631,-122.318071,2018-08-31
2.24,47.51631,-122.318071,2018-09-30
2.38,47.51631,-122.318071,2018-10-31
2.76,47.51631,-122.318071,2018-11-30
4.79,47.51631,-122.318071,2018-12-31
3.91,47.51631,-122.318071,2018-01-31
1.33,47.51631,-122.318071,2018-02-28
3.51,47.51631,-122.318071,2018-03-31
4.14,47.51631,-122.318071,2018-04-30
3.37,47.51631,-122.318071,2018-05-31
2.18,47.51631,-122.318071,2018-06-30
1.04,47.51631,-122.318071,2018-07-31
0.72,47.51631,-122.318071,2018-08-31
0.92,47.51631,-122.318071,2018-09-30
2.72,47.51631,-122.318071,2018-10-31
5.66,47.51631,-122.318071,2018-11-30
7.6,47.51631,-122.318071,2018-12-31
11.66,47.51631,-122.318071,2018-01-31
3.41,47.51631,-122.318071,2018-02-28
1.57,47.51631,-122.318071,2018-03-31
2.66,47.51631,-122.318071,2018-04-30
1.35,47.51631,-122.318071,2018-05-31
2.01,47.51631,-122.318071,2018-06-30
0.03,47.51631,-122.318071,2018-07-31
0.03,47.51631,-122.318071,2018-08-31
1.64,47.51631,-122.318071,2018-09-30
1.15,47.51631,-122.318071,2018-10-31
13.19,47.51631,-122.318071,2018-11-30
8.52,47.51631,-122.318071,2018-12-31
5.06,47.51631,-122.318071,2018-01-31
2.12,47.51631,-122.318071,2018-02-28
3.49,47.51631,-122.318071,2018-03-31
0,47.51631,-122.318071,2018-04-30
0.01,47.51631,-122.318071,2018-05-31
0.63,47.51631,-122.318071,2018-06-30
1.42,47.51631,-122.318071,2018-07-31
1.16,47.51631,-122.318071,2018-08-31
2.48,47.51631,-122.318071,2018-09-30
2.7,47.51631,-122.318071,2018-10-31
3.54,47.51631,-122.318071,2018-11-30
10.68,47.51631,-122.318071,2018-12-31
3.98,47.51631,-122.318071,2018-01-31
4.37,47.51631,-122.318071,2018-03-31
2.23,47.51631,-122.318071,2018-04-30
1.58,47.51631,-122.318071,2018-05-31
2.01,47.51631,-122.318071,2018-06-30
0.43,47.51631,-122.318071,2018-07-31
3.43,47.51631,-122.318071,2018-08-31
0.59,47.51631,-122.318071,2018-09-30
2.33,47.51631,-122.318071,2018-10-31
6.17,47.51631,-122.318071,2018-11-30
4.31,47.51631,-122.318071,2018-12-31
5.15,47.51631,-122.318071,2018-01-31
1.63,47.51631,-122.318071,2018-02-28
3.56,47.51631,-122.318071,2018-03-31
2.99,47.51631,-122.318071,2018-04-30
4.32,47.51631,-122.318071,2018-05-31
0.36,47.51631,-122.318071,2018-06-30
0.1,47.51631,-122.318071,2018-07-31
1.07,47.51631,-122.318071,2018-08-31
2.25,47.51631,-122.318071,2018-09-30
5.81,47.51631,-122.318071,2018-10-31
9.74,47.51631,-122.318071,2018-11-30
2.99,47.51631,-122.318071,2018-12-31
6.97,47.51631,-122.318071,2018-01-31
3.52,47.51631,-122.318071,2018-02-28
3.26,47.51631,-122.318071,2018-03-31
3.75,47.51631,-122.318071,2018-04-30
3.16,47.51631,-122.318071,2018-05-31
2.24,47.51631,-122.318071,2018-06-30
0.34,47.51631,-122.318071,2018-07-31
0.64,47.51631,-122.318071,2018-08-31
4.1,47.51631,-122.318071,2018-09-30
4.73,47.51631,-122.318071,2018-10-31
4.88,47.51631,-122.318071,2018-11-30
9.18,47.51631,-122.318071,2018-12-31
4.65,47.51631,-122.318071,2018-01-31
2.99,47.51631,-122.318071,2018-02-28
6.33,47.51631,-122.318071,2018-03-31
4,47.51631,-122.318071,2018-04-30
3.06,47.51631,-122.318071,2018-05-31
1.31,47.51631,-122.318071,2018-06-30
0.86,47.51631,-122.318071,2018-07-31
0.07,47.51631,-122.318071,2018-08-31
1.43,47.51631,-122.318071,2018-09-30
2.94,47.51631,-122.318071,2018-10-31
5.82,47.51631,-122.318071,2018-11-30
2.19,47.51631,-122.318071,2018-12-31
6.05,47.51631,-122.318071,2018-01-31
7.36,47.51631,-122.318071,2018-03-31
2.67,47.51631,-122.318071,2018-04-30
2.37,47.51631,-122.318071,2018-05-31
2.95,47.51631,-122.318071,2018-06-30
1.98,47.51631,-122.318071,2018-07-31
0,47.51631,-122.318071,2018-08-31
0.05,47.51631,-122.318071,2018-09-30
6.73,47.51631,-122.318071,2018-10-31
7.95,47.51631,-122.318071,2018-11-30
9.05,47.51631,-122.318071,2018-12-31
3.33,47.51631,-122.318071,2018-01-31
1.55,47.51631,-122.318071,2018-02-28
2.89,47.51631,-122.318071,2018-03-31
4.31,47.51631,-122.318071,2018-04-30
1.72,47.51631,-122.318071,2018-05-31
1.34,47.51631,-122.318071,2018-06-30
0.01,47.51631,-122.318071,2018-07-31
1.26,47.51631,-122.318071,2018-08-31
4.97,47.51631,-122.318071,2018-09-30
1.81,47.51631,-122.318071,2018-10-31
3.1,47.51631,-122.318071,2018-11-30
1.4,47.51631,-122.318071,2018-12-31
3.72,47.51631,-122.318071,2018-01-31
5.84,47.51631,-122.318071,2018-02-28
8.26,47.51631,-122.318071,2018-03-31
2.84,47.51631,-122.318071,2018-04-30
2.94,47.51631,-122.318071,2018-05-31
0.65,47.51631,-122.318071,2018-06-30
0.76,47.51631,-122.318071,2018-07-31
1.35,47.51631,-122.318071,2018-08-31
2.39,47.51631,-122.318071,2018-09-30
5.85,47.51631,-122.318071,2018-10-31
